"FIPSCode","countyName","stateFIPS","countyFIPS","state","mditype_store"
"13151","Henry",13,151,"Georgia","Coroner"
"13121","Fulton",13,121,"Georgia","Medical Examiner"
"13309","Wheeler",13,309,"Georgia","Coroner"
"13137","Habersham",13,137,"Georgia","Coroner"
"13145","Harris",13,145,"Georgia","Coroner"
"13181","Lincoln",13,181,"Georgia","Coroner"
"13199","Meriwether",13,199,"Georgia","Coroner"
"13207","Monroe",13,207,"Georgia","Coroner"
"13251","Screven",13,251,"Georgia","Coroner"
"13159","Jasper",13,159,"Georgia","Coroner"
"13117","Forsyth",13,117,"Georgia","Coroner"
"13257","Stephens",13,257,"Georgia","Coroner"
"13289","Twiggs",13,289,"Georgia","Coroner"
"13153","Houston",13,153,"Georgia","Coroner"
"13189","McDuffie",13,189,"Georgia","Coroner"
"13089","DeKalb",13,89,"Georgia","Medical Examiner"
"13167","Johnson",13,167,"Georgia","Coroner"
"13163","Jefferson",13,163,"Georgia","Coroner"
"13223","Paulding",13,223,"Georgia","Coroner"
"13065","Clinch",13,65,"Georgia","Coroner"
"13115","Floyd",13,115,"Georgia","Coroner"
"13233","Polk",13,233,"Georgia","Coroner"
"13007","Baker",13,7,"Georgia","Coroner"
"13315","Wilcox",13,315,"Georgia","Coroner"
"13019","Berrien",13,19,"Georgia","Coroner"
"13173","Lanier",13,173,"Georgia","Coroner"
"13305","Wayne",13,305,"Georgia","Coroner"
"13263","Talbot",13,263,"Georgia","Coroner"
"13079","Crawford",13,79,"Georgia","Coroner"
"13001","Appling",13,1,"Georgia","Coroner"
"13101","Echols",13,101,"Georgia","Coroner"
"13285","Troup",13,285,"Georgia","Coroner"
"13025","Brantley",13,25,"Georgia","Coroner"
