"FIPSCode","excCDR2020","excCDR2021","countyName","stateFIPS","countyFIPS","state"
"05121",215.64504825058,90.3102422439439,"Randolph",5,121,"Arkansas"
"05039",538.0476556495,474.083438685209,"Dallas",5,39,"Arkansas"
"05113",300.346952514111,450.12417218543,"Polk",5,113,"Arkansas"
"05087",36.168545421665,248.520710059172,"Madison",5,87,"Arkansas"
"05019",246.465773809524,225.066816711211,"Clark",5,19,"Arkansas"
"05129",-12.758356723654,609.756097560976,"Searcy",5,129,"Arkansas"
"05029",52.961001444391,52.7527335507385,"Conway",5,29,"Arkansas"
"05077",744.965661739029,325.354403904253,"Lee",5,77,"Arkansas"
"05097",455.554257680178,372.5695657236,"Montgomery",5,97,"Arkansas"
"05043",459.717273876566,99.188984188109,"Drew",5,43,"Arkansas"
"05115",272.402336676692,172.619421254159,"Pope",5,115,"Arkansas"
"05051",205.837388463114,231.292245728072,"Garland",5,51,"Arkansas"
"05111",383.308650579319,403.190270556094,"Poinsett",5,111,"Arkansas"
"05109",244.307632170429,451.388888888889,"Pike",5,109,"Arkansas"
"05123",343.406593406593,465.238764044944,"St. Francis",5,123,"Arkansas"
"05031",185.158617721428,141.807284791838,"Craighead",5,31,"Arkansas"
"05147",497.991967871486,114.229765013055,"Woodruff",5,147,"Arkansas"
"05009",288.461538461538,246.292372881356,"Boone",5,9,"Arkansas"
"05001",443.795620437956,578.138037906783,"Arkansas (county)",5,1,"Arkansas"
"05027",428.996673087025,30.8614760603121,"Columbia",5,27,"Arkansas"
"05045",124.062482377488,146.52190622598,"Faulkner",5,45,"Arkansas"
"05083",240.941087541928,504.764600434003,"Logan",5,83,"Arkansas"
"05141",63.0159430335875,547.63117677025,"Van Buren",5,141,"Arkansas"
"05017",266.350991417579,239.115273488094,"Chicot",5,17,"Arkansas"
"05085",128.283032880967,162.148399287083,"Lonoke",5,85,"Arkansas"
"05117",511.322132943755,404.858299595142,"Prairie",5,117,"Arkansas"
"05015",146.91305579156,221.823175240308,"Carroll",5,15,"Arkansas"
"05091",248.272631455674,358.843258202969,"Miller",5,91,"Arkansas"
"05079",332.946186604723,138.312586445367,"Lincoln",5,79,"Arkansas"
"05067",340.278192346726,238.095238095238,"Jackson",5,67,"Arkansas"
"05065",264.375413086583,302.986582022796,"Izard",5,65,"Arkansas"
"05069",383.463151587777,259.090909090909,"Jefferson",5,69,"Arkansas"
"05131",269.170579029734,252.135553061479,"Sebastian",5,131,"Arkansas"
"05053",288.376220053239,420.516793006142,"Grant",5,53,"Arkansas"
"05103",392.485447168813,228.208340791122,"Ouachita",5,103,"Arkansas"
"05003",273.051879857173,470.185937166061,"Ashley",5,3,"Arkansas"
"05057",178.288431061807,314.114905258891,"Hempstead",5,57,"Arkansas"
"05049",288.898060255881,535.905680600214,"Fulton",5,49,"Arkansas"
"05099",290.486564996369,60.9681746128521,"Nevada",5,99,"Arkansas"
"05055",157.215538135686,175.157858316755,"Greene",5,55,"Arkansas"
"05023",343.392720074334,186.268226245794,"Cleburne",5,23,"Arkansas"
"05033",339.019400818266,359.640690775299,"Crawford",5,33,"Arkansas"
"05047",383.342045652553,209.716882209018,"Franklin",5,47,"Arkansas"
"05107",524.665299722591,556.771973725368,"Phillips",5,107,"Arkansas"
"05035",358.408001667014,334.005545752458,"Crittenden",5,35,"Arkansas"
"05089",178.126113288208,318.377454159542,"Marion",5,89,"Arkansas"
"05011",484.23851120395,76.7680644851742,"Bradley",5,11,"Arkansas"
"05139",321.932625940043,166.558230318803,"Union",5,139,"Arkansas"
"05105",0.0,310.963988363928,"Perry",5,105,"Arkansas"
"05101",783.612867748144,666.389004581424,"Newton",5,101,"Arkansas"
"05125",105.920212163845,292.783604118169,"Saline",5,125,"Arkansas"
"05013",584.917484854815,548.638953365689,"Calhoun",5,13,"Arkansas"
"05095",577.777777777778,164.301717699776,"Monroe",5,95,"Arkansas"
"05093",449.982692973347,261.41162276292,"Mississippi",5,93,"Arkansas"
"05075",110.823790173624,129.008477699963,"Lawrence",5,75,"Arkansas"
"05021",165.631469979296,271.342099770403,"Clay",5,21,"Arkansas"
"05005",335.305247527124,577.567561143726,"Baxter",5,5,"Arkansas"
"05059",292.565223948122,256.557302828167,"Hot Spring",5,59,"Arkansas"
"05137",580.037057923145,521.501925545571,"Stone",5,137,"Arkansas"
"05007",106.231675909521,142.162926915953,"Benton",5,7,"Arkansas"
"05143",90.666991929418,95.7677851595996,"Washington",5,143,"Arkansas"
"05025",388.260068439063,452.247938281458,"Cleveland",5,25,"Arkansas"
"05071",197.368421052632,294.311272896255,"Johnson",5,71,"Arkansas"
"05073",631.612190115269,210.287932707862,"Lafayette",5,73,"Arkansas"
"05119",201.278027525587,175.375121858072,"Pulaski",5,119,"Arkansas"
"05041",247.459125055236,242.696629213483,"Desha",5,41,"Arkansas"
"05037",191.720088670541,95.8485592763434,"Cross",5,37,"Arkansas"
"05127",324.18194711782,468.431771894094,"Scott",5,127,"Arkansas"
"05133",388.641634802232,291.471296413636,"Sevier",5,133,"Arkansas"
"05061",124.834204572053,47.2217849834724,"Howard",5,61,"Arkansas"
"05063",319.564758081555,315.248489986224,"Independence",5,63,"Arkansas"
"05081",432.396474305671,359.892869099431,"Little River",5,81,"Arkansas"
"05145",238.604681320106,327.288752932637,"White",5,145,"Arkansas"
"05135",57.7467228734769,267.470976553608,"Sharp",5,135,"Arkansas"
"05149",284.606702978556,123.983336639556,"Yell",5,149,"Arkansas"
